_id,data.gender,data.genderpref,data.age,data.agepref,data.height,data.ethnicity,data.politics,data.year,data.activities,data.college,data.major,data.friday,data.date,data.work,data.sleephabits,data.plans,data.meal,data.perfectday,data.desscribeyou,data.describepartner,data.todolist,data.startover,data.timeormoney,data.quality,data.p1,data.p2,data.p3,data.p4,data.p5,data.p6,data.p7,data.p8,data.p9,data.p10,data.p11,data.p12,data.p13,data.p14,data.p15,data.p16,data.p17,data.p18,data.introvert,data.numdated,data.longestrelationship,data.commitment,personality
ObjectId(5e3cd361ced5c268da13f559),male,"[""female""]",21,"{""youngest"":""17"",""oldest"":""28""}",75,white,3,senior,"[""athlete"",""ta""]",cals,Applied Economics and Management ,bars,starbucks,evening,"{""sleeptime"":""12am"",""waketime"":""8am""}",new,athlete,friends,"Hardworking, nice, and caring ","Loving, caring, funny",no,yes,money,thoughtfulness,Agree,Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Agree,Disagree,Sort of Agree,Agree,8,1,12,willsee,ESTP
ObjectId(5e3cd370ced5c268da13f55a),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""22""}",71,white,2,junior,"[""profclub""]",arts,Economics and Mathematics,bars,coffee,evening,"{""sleeptime"":""12:00 am"",""waketime"":""8:00 am""}",shift,political,friends,"Curious, adventurous, loyal","Outgoing, funny, passionate",no,yes,time,thoughtfulness,Strongly Agree,Agree,Disagree,Sort of Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Sort of Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,4,4,2.5,willsee,ISTP
ObjectId(5e3cd373ced5c268da13f55b),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""23""}",62,white,2,senior,"[""proffrat"",""otherclub"",""socialclub""]",ilr,Ilr,mixer,ctb,afternoon,"{""sleeptime"":""1 am"",""waketime"":""8:30 am ""}",flow,artist,outdoor,"Funny, smart, kind ","Funny, smart, adventurous ",yes,no,time,humor,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Sort of Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Sort of Agree,Agree,Agree,Sort of Agree,8,2,11,willsee,ESTP
ObjectId(5e3cd374ced5c268da13f55c),female,"[""male""]",21,"{""youngest"":""19"",""oldest"":""25""}",69,white,2,senior,"[""athlete"",""ta""]",arts,Biology and Society,bars,coffee,morning,"{""sleeptime"":""11pm"",""waketime"":""8am""}",shift,athlete,friends,"generous, smart, loyal","smart, nice, funny",yes,no,money,thoughtfulness,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Sort of Agree,7,1,11,fun,ESTP
ObjectId(5e3cd37bced5c268da13f55d),female,"[""male""]",22,"{""youngest"":""21"",""oldest"":""25""}",67,white,2,senior,"[""otherclub""]",arts,Economics,bars,ctb,morning,"{""sleeptime"":""1AM"",""waketime"":""9AM""}",shift,entrepreneur,outdoor,"Adventurous, empathetic, loyal","Thoughtful, adventurous, loyal",yes,yes,time,thoughtfulness,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Sort of Agree,Agree,Disagree,Agree,Agree,Sort of Agree,Strongly Agree,Agree,Agree,Sort of Agree,Sort of Agree,6,2,3 months,meetfriends,ESTP
ObjectId(5e3cd38eced5c268da13f55f),male,"[""female""]",21,"{""youngest"":""18"",""oldest"":""29""}",69,other,3,senior,"[""socialclub"",""culturalclub"",""otherclub""]",cals,Biological Sciences,pjsnetflix,bubbletea,evening,"{""sleeptime"":""Midnight"",""waketime"":""8a""}",flow,artist,friends,"Compassionate, Dependable, Trustworthy","Kind, Loyal, Honest",yes,yes,time,reliability,Disagree,Sort of Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,3,0,N/A,willsee,INTJ
ObjectId(5e3cd391ced5c268da13f561),male,"[""female""]",20,"{""youngest"":""19"",""oldest"":""25""}",63,white,3,junior,"[""greeklife"",""proffrat"",""socialclub""]",cals,Applied Economics & Management,netflixchill,coffee,morning,"{""sleeptime"":""1am"",""waketime"":""7am""}",flow,entrepreneur,outdoor,"Charming, Sweet, Charismatic ","Adorable, Loving, Sweet",yes,no,money,humor,Agree,Strongly Agree,Agree,Agree,Agree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,8,2,6,plantomeet,ESTP
ObjectId(5e3cd392ced5c268da13f562),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""22""}",61,other,2,junior,"[""greeklife"",""socialclub"",""ta"",""profclub""]",cals,Applied Economics and Management,mixer,ctb,afternoon,"{""sleeptime"":""1 am"",""waketime"":""7:15 am""}",flow,entrepreneur,city,"optimistic, determined, sweet ","funny, easy-going, smart ",yes,no,time,humor,Sort of Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Disagree,Agree,Sort of Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Disagree,8,1,12,willsee,ESFP
ObjectId(5e3cd39cced5c268da13f563),female,"[""male""]",21,"{""youngest"":""19"",""oldest"":""24""}",67,white,1,senior,"[""athlete""]",humec,Human Development ,bars,commons,afternoon,"{""sleeptime"":""11pm"",""waketime"":""8:30am""}",flow,athlete,city,"Funny, adventurous, creative","Funny, respectful, intelligent",no,no,money,humor,Strongly Agree,Agree,Strongly Agree,Agree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Disagree,Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,8,0,0,willsee,ESTP
ObjectId(5e3cd39dced5c268da13f564),female,"[""male""]",23,"{""youngest"":""24"",""oldest"":""30""}",65,white,2,masters,"[""clubsports"",""ta"",""otherclub""]",cals,Applied Econ and Management (AEM) ,pjsnetflix,coffee,nocturnal,"{""sleeptime"":""1"",""waketime"":""10""}",shift,entrepreneur,outdoor,"bright, enthusiastic, diligent ","athletic, funny, smart",no,yes,time,humor,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Strongly Disagree,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Sort of Agree,7,1,0,willsee,ESTP
ObjectId(5e3cd3a1ced5c268da13f565),male,"[""female""]",21,"{""youngest"":""19"",""oldest"":""22""}",71,white,3,senior,"[""greeklife"",""profclub""]",arts,Economics,study,fratparty,evening,"{""sleeptime"":""12"",""waketime"":""8""}",shift,scientist,friends,"passionate, smart, ambitious","kind, pretty, smart",yes,no,money,reliability,Agree,Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,5,3,2,willsee,ISFJ
ObjectId(5e3cd3a7ced5c268da13f566),male,"[""female""]",21,"{""youngest"":""18"",""oldest"":""21""}",67,eastasian,3,senior,"[""ta"",""profclub"",""greeklife""]",cals,AEM,bars,starbucks,evening,"{""sleeptime"":""2 AM"",""waketime"":""10 AM""}",flow,artist,friends,"Funny, Smart, Caring","Loyal, Nice, Bubbly",no,no,time,reliability,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Agree,Disagree,Sort of Agree,6,2,3,willsee,ESTP
ObjectId(5e3cd3a7ced5c268da13f567),female,"[""male""]",24,"{""youngest"":""21"",""oldest"":""28""}",58,latino,2,masters,"[""profclub""]",humec,Health Administration,pjsnetflix,commons,morning,"{""sleeptime"":""11"",""waketime"":""7:30""}",shift,scientist,friends,"Funny, smart, easygoing ","Funny, sweet, smart",yes,yes,time,humor,Strongly Agree,Sort of Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Sort of Agree,Strongly Disagree,Agree,Sort of Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Sort of Agree,3,2,18,willsee,ISFJ
ObjectId(5e3cd3abced5c268da13f568),female,"[""male"",""female"",""other""]",21,"{""youngest"":""21"",""oldest"":""23""}",60,latino,1,senior,"[""none""]",cals,"Biological Sciences, biochemistry conc.",pjsnetflix,bubbletea,nocturnal,"{""sleeptime"":""12am-2am"",""waketime"":""8am-10am""}",shift,scientist,sleep,"adaptable, patient, independent","resilient, adaptable, self-aware ",no,yes,money,thoughtfulness,Strongly Agree,Agree,Sort of Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Sort of Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,1,2,"25, ongoing",fun,ISTJ
ObjectId(5e3cd3b3ced5c268da13f569),female,"[""female"",""male""]",22,"{""youngest"":""22"",""oldest"":""28""}",62,eastasian,1,senior,"[""socialclub""]",aap,architecture,pjsnetflix,coffee,evening,"{""sleeptime"":""12a"",""waketime"":""8a""}",flow,artist,friends,"outgoing, thoughtful, kind","funny, smart, kind",yes,no,time,thoughtfulness,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Disagree,7,3,2,meetfriends,ESTP
ObjectId(5e3cd3b3ced5c268da13f56a),female,"[""male"",""female""]",19,"{""youngest"":""18"",""oldest"":""24""}",64,southasian,2,sophomore,"[""socialclub"",""otherclub""]",arts,Mathematics ,annex,bubbletea,nocturnal,"{""sleeptime"":""2.30am"",""waketime"":""8.30am""}",flow,artist,city,"Independent, understanding, chill ","Independent, funny, curious",yes,yes,money,independence,Agree,Strongly Agree,Sort of Agree,Disagree,Disagree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,3,2,18,willsee,INTP
ObjectId(5e3cd3b6ced5c268da13f56b),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""25""}",64,white,2,sophomore,"[""athlete"",""proffrat""]",cals,Animal science,netflixchill,commons,afternoon,"{""sleeptime"":""11"",""waketime"":""6""}",shift,athlete,outdoor,"Sassy, determined, smart","Funny, sweet, kind ",yes,no,time,independence,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Sort of Agree,6,3,42,willsee,ESTP
ObjectId(5e3cd3baced5c268da13f56c),female,"[""male"",""female"",""other""]",21,"{""youngest"":""19"",""oldest"":""24""}",64,white,2,senior,"[""culturalclub"",""otherclub""]",cals,Communication ,pjsnetflix,bubbletea,afternoon,"{""sleeptime"":""12"",""waketime"":""8:30""}",flow,artist,friends,"understanding, responsible, funny","Kind, funny, open",no,no,time,thoughtfulness,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Sort of Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,5,0,0,willsee,ISTP
ObjectId(5e3cd3bcced5c268da13f56d),male,"[""female""]",21,"{""youngest"":""21"",""oldest"":""21""}",69,other,1,senior,"[""none""]",arts,Biological sciences,pjsnetflix,commons,evening,"{""sleeptime"":""12 AM"",""waketime"":""8 AM""}",shift,scientist,newfood,Funny Indecisive Introverted,Funny Considerate Independent,no,yes,money,thoughtfulness,Strongly Agree,Sort of Agree,Disagree,Strongly Disagree,Sort of Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Sort of Agree,Disagree,Disagree,Disagree,Strongly Agree,1,1,25,fun,ISTJ
ObjectId(5e3cd3bcced5c268da13f56e),female,"[""male""]",19,"{""youngest"":""19"",""oldest"":""23""}",64,white,1,sophomore,"[""none""]",aap,art,netflixchill,ctb,evening,"{""sleeptime"":""12am"",""waketime"":""8am""}",new,artist,outdoor,"caring, relaxed, creative","funny, independent, kind ",yes,no,time,reliability,Agree,Agree,Sort of Agree,Strongly Agree,Agree,Strongly Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Strongly Agree,Agree,Agree,Strongly Agree,Sort of Agree,Disagree,Sort of Agree,Sort of Agree,7,3,11,meetfriends,ENTP
ObjectId(5e3cd3bcced5c268da13f56f),female,"[""male""]",22,"{""youngest"":""22"",""oldest"":""26""}",65,eastasian,2,masters,"[""ta"",""otherclub""]",engineering,Computer Science,pjsnetflix,bubbletea,morning,"{""sleeptime"":""12"",""waketime"":""7:30""}",flow,artist,gaming,"outgoing, ambitious, playful","understanding, hardworking, outgoing",no,yes,time,reliability,Agree,Sort of Agree,Disagree,Agree,Agree,Sort of Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Sort of Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,7,0,0,meetfriends,ESTP
ObjectId(5e3cd3c3ced5c268da13f570),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""22""}",53,other,1,sophomore,"[""ta"",""socialclub""]",ilr,ILR,bars,ctb,morning,"{""sleeptime"":""8"",""waketime"":""9 am""}",flow,artist,city,"chaotic, caring, driven","patient, adventurous, funny",yes,yes,money,reliability,Sort of Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Sort of Agree,Strongly Agree,Agree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,4,3,on/off 24 months,plantomeet,INTP
ObjectId(5e3cd3cbced5c268da13f571),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""23""}",67,eastasian,4,sophomore,"[""none""]",engineering,Electrical and computer engineering,bars,commons,nocturnal,"{""sleeptime"":""7"",""waketime"":""9""}",flow,actor,newfood,"Relaxed, caring, funny","RICH, motivational, sharing",yes,yes,money,humor,Agree,Agree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Sort of Agree,Agree,Sort of Agree,Sort of Agree,Agree,Strongly Agree,6,3,4,meetfriends,ENTP
ObjectId(5e3cd3ceced5c268da13f572),male,"[""female""]",21,"{""youngest"":""19"",""oldest"":""23""}",66,other,2,senior,"[""clubsports"",""culturalclub""]",ilr,Industrial and labor relations,netflixchill,ctowndinner,morning,"{""sleeptime"":""2am"",""waketime"":""7am""}",flow,political,outdoor,"Funny, outgoing, trustworthy","Fun, smart, pretty",yes,yes,time,reliability,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Sort of Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sort of Agree,Agree,10,1,14,willsee,ENTP
ObjectId(5e3cd3dcced5c268da13f573),female,"[""male""]",38,"{""youngest"":""32"",""oldest"":""46""}",60,white,2,masters,"[""profclub"",""clubsports"",""ta""]",ilr,ILR,pjsnetflix,ctb,evening,"{""sleeptime"":""Midnight"",""waketime"":""7 am""}",shift,artist,city,"Inquisitive, eclectic, adventurous","Honest, stable, adventurous ",yes,no,time,reliability,Sort of Agree,Strongly Agree,Disagree,Agree,Sort of Agree,Sort of Agree,Disagree,Disagree,Sort of Agree,Agree,Agree,Agree,Sort of Agree,Agree,Agree,Disagree,Agree,Disagree,7,5,18,willsee,ESTP
ObjectId(5e3cd3dfced5c268da13f574),female,"[""male"",""female"",""other""]",20,"{""youngest"":""19"",""oldest"":""21""}",66,white,2,junior,"[""socialclub""]",cals,Biology and Society,pjsnetflix,coffee,nocturnal,"{""sleeptime"":""2am"",""waketime"":""10am""}",new,artist,friends,"Creative, spontaneous, caring","Loyal, understanding, straightforward ",no,yes,money,reliability,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,7,2,4,willsee,ESTP
ObjectId(5e3cd3e9ced5c268da13f575),female,"[""male""]",21,"{""youngest"":""19"",""oldest"":""23""}",69,other,2,senior,"[""socialclub""]",arts,Government & English,netflixchill,commons,morning,"{""sleeptime"":""12"",""waketime"":""10""}",shift,artist,city,"loyal, emotional, outgoing","funny, easygoing, spontaneous",yes,yes,money,humor,Sort of Agree,Agree,Sort of Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Sort of Agree,Agree,Disagree,Strongly Agree,Sort of Agree,Sort of Agree,Sort of Agree,Disagree,Agree,Agree,Strongly Agree,7,0.5,2 years,willsee,ESTP
ObjectId(5e3cd3f7ced5c268da13f577),female,"[""female"",""male""]",20,"{""youngest"":""19"",""oldest"":""24""}",64,latino,1,sophomore,"[""otherclub"",""socialclub""]",cals,animal sciences/biology,netflixchill,starbucks,afternoon,"{""sleeptime"":""10 pm-2 am"",""waketime"":""8am-11 am""}",flow,artist,city,"funny, caring, artsy","funny, understanding, compassionate",no,no,time,thoughtfulness,Sort of Agree,Sort of Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Sort of Agree,Agree,Agree,Disagree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,6,1,6,willsee,ESTJ
ObjectId(5e3cd405ced5c268da13f578),female,"[""male""]",21,"{""youngest"":""19"",""oldest"":""25""}",63,southasian,2,senior,"[""culturalclub"",""ta"",""projectteam"",""profclub""]",engineering,Computer Science,netflixchill,coffee,nocturnal,"{""sleeptime"":""3am"",""waketime"":""9am""}",flow,artist,city,"Driven, Personable, Perceptive","Driven, Thoughtful, Goofy",no,yes,money,reliability,Strongly Agree,Sort of Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Sort of Agree,Agree,Strongly Disagree,9,1,2 years,willsee,ESTJ
ObjectId(5e3cd416ced5c268da13f57a),female,"[""male""]",20,"{""youngest"":""20"",""oldest"":""23""}",57,other,2,junior,"[""ta"",""culturalclub"",""socialclub"",""ra""]",ilr,ILR ,pjsnetflix,commons,afternoon,"{""sleeptime"":""12 AM"",""waketime"":""6 AM ""}",new,actor,friends,"attentive, hilarious, endearing ","funny, caring, easy-going ",no,no,time,humor,Disagree,Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Sort of Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Sort of Agree,Disagree,Agree,3,1,64,willsee,INTP
ObjectId(5e3cd419ced5c268da13f57b),female,"[""male""]",21,"{""youngest"":""20"",""oldest"":""85""}",62,white,2,senior,"[""culturalclub"",""ta"",""profclub""]",cals,Biological Sciences,pjsnetflix,ctb,afternoon,"{""sleeptime"":""12"",""waketime"":""8""}",shift,political,friends,funny thoughtful premed,tall independently wealthy,yes,no,time,thoughtfulness,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Sort of Agree,Agree,Agree,Sort of Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Sort of Agree,Disagree,7,2,0,willsee,ESTP
ObjectId(5e3cd41cced5c268da13f57c),female,"[""male"",""female""]",20,"{""youngest"":""20"",""oldest"":""25""}",66,white,1,junior,"[""otherclub""]",cals,Development Sociology,netflixchill,coffee,morning,"{""sleeptime"":""12"",""waketime"":""8""}",flow,artist,outdoor,"Goofy, unique, adorable ","Goofy, unique, adorable ",yes,yes,time,humor,Agree,Strongly Agree,Sort of Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,Sort of Agree,Sort of Agree,7,6,12 months,willsee,ESTP
ObjectId(5e3cd41eced5c268da13f57d),female,"[""male""]",20,"{""youngest"":""19"",""oldest"":""23""}",63,southasian,2,junior,"[""projectteam"",""socialclub"",""culturalclub"",""proffrat""]",cals,Bio (neurobio),bars,starbucks,morning,"{""sleeptime"":""12 pm"",""waketime"":""5 am""}",shift,artist,outdoor,"Quirky, passionate, determined ","Honest, independent, loving ",yes,no,time,independence,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Sort of Agree,Sort of Agree,9,2,13,plantomeet,ENTJ
ObjectId(5e3cd421ced5c268da13f57e),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""21""}",69,eastasian,2,junior,"[""clubsports"",""socialclub"",""otherclub"",""ta""]",engineering,Applied and Engineering Physics,pjsnetflix,commons,evening,"{""sleeptime"":""1am-2am"",""waketime"":""8am-9am""}",flow,actor,friends,"caring, humorous, thoughtful","chill, outgoing, ambitious",no,no,time,thoughtfulness,Agree,Agree,Sort of Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Sort of Agree,4,1,22,meetfriends,ISTP
ObjectId(5e3cd43aced5c268da13f57f),male,"[""female""]",20,"{""youngest"":""18"",""oldest"":""21""}",67,eastasian,3,junior,"[""greeklife"",""culturalclub"",""ta""]",humec,"Human Biology, Health, and Society",netflixchill,commons,evening,"{""sleeptime"":""1am"",""waketime"":""7:45am""}",shift,artist,friends,"Optimistic, Persistent, Goofy","Kind, Humorous, Cute",yes,yes,time,thoughtfulness,Agree,Agree,Sort of Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Sort of Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Disagree,8,2,8,willsee,ESTP
ObjectId(5e3cd450ced5c268da13f580),male,"[""female""]",21,"{""youngest"":""18"",""oldest"":""21""}",69,white,1,masters,"[""profclub"",""socialclub"",""otherclub""]",ilr,MILR (Master's of ILR),mixer,coffee,evening,"{""sleeptime"":""11"",""waketime"":""8""}",shift,artist,city,"nice, caring, fun","nice, caring, pretty",yes,no,money,reliability,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Sort of Agree,Strongly Agree,Disagree,Sort of Agree,Sort of Agree,Sort of Agree,Agree,3,,,plantomeet,INFJ
ObjectId(5e3cd457ced5c268da13f582),female,"[""male""]",20,"{""youngest"":""18"",""oldest"":""24""}",64,latino,2,junior,"[""athlete""]",cals,Nutritional Sciences ,netflixchill,commons,afternoon,"{""sleeptime"":""12"",""waketime"":""10""}",flow,artist,friends,"Charming, witty, loyal","Social, direct, ambitious ",no,no,time,thoughtfulness,Agree,Sort of Agree,Disagree,Sort of Agree,Agree,Strongly Disagree,Sort of Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Sort of Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,4,1,30,willsee,ISTJ
ObjectId(5e3cd464ced5c268da13f583),female,"[""male"",""female""]",19,"{""youngest"":""19"",""oldest"":""25""}",63,black,1,sophomore,"[""otherclub"",""greeklife""]",cals,plant science,annex,commons,evening,"{""sleeptime"":""2 "",""waketime"":""9""}",shift,artist,museums,"offbeat, reserved, bored ","funny, giving, thoughtful",yes,yes,money,independence,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Sort of Agree,Agree,Sort of Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,8,0,0,willsee,ESFP
ObjectId(5e3cd46cced5c268da13f584),female,"[""male"",""female""]",21,"{""oldest"":""30"",""youngest"":""19""}",63,white,1,senior,"[""proffrat"",""socialclub"",""culturalclub"",""profclub""]",engineering,Biomedical Engineering,netflixchill,ctb,nocturnal,"{""sleeptime"":""2"",""waketime"":""7""}",shift,actor,friends,"Funny, friendly, honest","Funny, kind, sweet",yes,yes,time,thoughtfulness,Agree,Disagree,Disagree,Sort of Agree,Agree,Disagree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,Agree,Strongly Agree,Agree,Sort of Agree,Strongly Disagree,Agree,Sort of Agree,Sort of Agree,6,0,0,willsee,ESTJ
ObjectId(5e3cd475ced5c268da13f585),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""22""}",64,southasian,2,sophomore,"[""socialclub""]",humec,Global and Public Health Sciences,pjsnetflix,bubbletea,evening,"{""sleeptime"":""1 am"",""waketime"":""9 am""}",shift,artist,friends,"talkative, funny, driven","Funny, enthusiastic, charming",yes,yes,time,humor,Strongly Agree,Agree,Disagree,Agree,Sort of Agree,Strongly Disagree,Strongly Agree,Sort of Agree,Agree,Disagree,Sort of Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,7,0,0,meetfriends,ESTJ
ObjectId(5e3cd47cced5c268da13f587),female,"[""male""]",33,"{""youngest"":""30"",""oldest"":""40""}",62,white,3,masters,"[""none""]",humec,DEA,study,commons,afternoon,"{""sleeptime"":""1am"",""waketime"":""10am""}",shift,entrepreneur,city,"creative, kind, driven","kind, responsible, fun",yes,no,money,thoughtfulness,Sort of Agree,Sort of Agree,Strongly Disagree,Disagree,Sort of Agree,Disagree,Agree,Sort of Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Sort of Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,5,1,30,willsee,ISTJ
ObjectId(5e3cd49cced5c268da13f589),female,"[""male""]",19,"{""youngest"":""18"",""oldest"":""21""}",66,black,1,sophomore,"[""culturalclub"",""otherclub"",""socialclub""]",humec,Human Development,netflixchill,ctowndinner,evening,"{""sleeptime"":""12:30am"",""waketime"":""8:45am""}",shift,actor,friends,"Funny, productive, supportive","(Emotionally) intelligent, compassionate, funny",yes,no,time,thoughtfulness,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Sort of Agree,Sort of Agree,Strongly Agree,6,2,3,willsee,ESFP
ObjectId(5e3cd49dced5c268da13f58a),male,"[""female""]",21,"{""youngest"":""19"",""oldest"":""22""}",71,southasian,3,junior,"[""profclub""]",hotel,Hotel Administration,netflixchill,starbucks,evening,"{""sleeptime"":""1 am"",""waketime"":""8:50 am""}",flow,entrepreneur,city,"Spontaneous, inquisitive, fun-loving","Adventurous, funny, genuine",yes,yes,time,humor,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Sort of Agree,Sort of Agree,Disagree,Sort of Agree,Strongly Agree,Agree,8,0,0,willsee,ESTP
